text,label,dataset
"Jim Belushi is terrific as the ""Average Joe"" who gets his 15 minutes in ""The Twilight Zone"". Michael Cane is the mysterious bar tender who not only listens to Belushi's ""story"", but has a ""cure"" for all of Belushi's middle class problems: A magic potion to bring about an avalanche of changes in Belushi's life.<br /><br />Flashbacks show a 15 year old horribly ashamed of causing his High School Baseball Team's Championship defeat. Belushi goes on with his ""pitiful life"", seemingly happy, but always wondering ""what if..."" For what seems to be several days, Belushi experiences a ""different"" life, one of enormous success, admired and hated by others in equal measure.<br /><br />This is not quite ""It's A Wonderful Life"", but some elements are similar, and very endearing. The ""ending"" is predictable, but still satisfying. Watch for a very young Cortney Cox in a bit part as ""fatal attraction"" -like other woman. A very pleasant film!",1,train
"Brendan Filone is the absolute best character in The Sopranos. he died by getting shot in the eye. This was the best and well orchestrated scene ever in the Sopranos. Brendan Filone is too good. Brendan Filone shall haunt Uncle Junior in his dreams until Uncle Junior can't take it anymore. Brendan Filone is the best character. Brendan Filone was killed in episode # 3, Denial, anger, acceptance. But his legacy will live on forever. Brendan Filone is the best character on Sopranos! Brendan Filone is the best character ever. I recommend this show to anyone who likes Drama and wants to see good death scenes and great directing and producing, because it doesn't get any better than this series. Brendan Filone is the best.",1,train
"As horror fans we all know that blind rentals are a crap-shoot. Sometimes we find a real gem, but many times we find that the film we've just spent our hard earned money on is nothing more than a putrid steamer made worse by the completely undeserved rave reviews and film fest awards listed on the box. Such is the case with Five Across the Eyes ( a title I'm sure is a double entendre referring to both the films budget and the compulsion anyone watching it might have to using all five fingers to stab their eyes out ).<br /><br />The story, or, at least what the *ahem* writers think passes for one, centers on a group of teen girls who unwisely decide to go on a backwoods joyride late at night after leaving a football game and run afoul of a crazy woman who plays cat and mouse with them as punishment for what she thinks the girls found in her car after a fender-bender in a gas station parking lot.<br /><br />In fairness, it's an interesting idea. Some of the best horrors have very simple story lines. It's in the execution of Five Across the Eyes that this idea falls flat. The film tries to be a cross between The Blair Witch Project with its shaky camera work and The Texas Chainsaw Massacre in its bare-bones approach to the material but succeeds at being neither. What we get instead are redundant scenes of chase, torture, release; chase torture, release, in that order for 94 minutes with long interludes of bitching, moaning, and incoherent rambling acting as plenty of padding in-between chase sequences.<br /><br />The look of the film is incredibly grainy and dark, which, in a better made film might have enhanced the tension and the realism. Here it's merely annoying. The characters are undeveloped and the viewer is hard-pressed to find anything to sympathize with them. One character stops to get a first-aid kit and tend to some scrapes on her face while gunshots heard in the background indicate her friends may be getting killed. Another girl mutters hilariously dumb lines like ""Don't go out there, she'll get you, if she gets you she'll kill you and if she kill's you you're dead"".<br /><br />It was an accolade from Fangoria magazine and Dreadcentral.com listed on the box that compelled me to check this one out. Talk about a fake orgasm! Perhaps my expectations would have been met had this been in the comedy section. I'm all for low-budget Indie horror but this one takes the crap-cake. Give Five Across the Eyes (or FATE; get it?) a pass.<br /><br />RazorFriendly gives FATE 1 slash out of five /",0,train
"The cover of box of this movie has Kyle Minogue's name on it, but she has the same destiny as Drew Barrymore did in ""Scream."" That's the first thing that makes this movie lame; they are trying to market a movie with someone that's in it for 5 minutes.<br /><br />Of course, we have to have this movie feature young hip college kids that are oblivious that there's a killer going around. To top it all off, Molly Ringwald of 80's teen movie fame is the star of this beautifully written film. It's a good career move for Molly to get some money doing a crappy movie in Australia so she won't get ridiculed in the states.<br /><br />Either way, this dumb movie is about some dumb horror movie that was never finished because this dumb creature kills everyone that's in it. Throughout the movie, we're supposed to guess who's the killer. Long story short, remember our little friend Molly, she saves the day...or does she?<br /><br />This move is just plain bad, rent it if you feel like torturing yourself or just break it on the floor of your local video store if you see it on the shelf. Don't spread the horror.",0,train
"Since the title is in English and IMDb lists this show's primary language as English, i shall concentrate on reviewing the English version of Gundam Wing(2000) as presented in the Bandai released DVD set. My actual review for the whole series is under IMDb's entry of """"Shin kidô senki Gundam W""(1995).<br /><br />Very little is changed in respect to plot, script and characterization its adaptation to English and it really depends on your own taste to choose which language to watch this show in. Purists can stick to Japanese all they want, but for a more ""realistic"" experience i recommend the English track since all the characters, except Heero Yuy, are not Japanese.(most of them are Caucasian in fact with a couple of non-Japanese Asians.) For one thing, the characters' personalities come across more ""directly"" than in the Japanese version. The contrast between the characters is stronger thanks to some give-or-take performances but a very well cast group of actors.<br /><br />Wing Gundam's pilot Heero Yuy is a highly trained soldier who suppresses his emotions but slowly learns the value of his humanity. Voiced by Mark Hildreth who's deadpan delivery can be criticized as ""bad acting"" but it matches Heero's personality very well.<br /><br />Deathscythe Gundam's Duo Maxwell, ever cheerful in the face of death is given a crash course in the cherishing the value of life and friends. He is possibly the best acted character in the whole show, masterfully played by Scott McNeil. He may sound a little too old for his age, but Duo's English voice easily out ranks his irritatingly nasal Japanese one.<br /><br />Trowa, the pilot of Heavyarms, is a lost lonely soul who's only purpose so far has been combat; despite his inner desire to form connections with the people around him, he only knows how to kill, not to befriend. Kirby Morrow gives a somber but realistic performance as Trowa Barton.<br /><br />Quatre Rebarba Winner is voiced by Brad Swaile who has no trouble brining out the caring nature of the character and the shattering of his innocence as he experiences horrors of war and death first hand. A huge plus point is that Quatre no longer sounds like a girl(and yes he is voiced by a female actress in the Japanese version) but a bona fide typical 15 year old guy.<br /><br />The impulsive but determined Wufei Chang voiced by Ted Cole may seem a little over-the-top but it plays out in stark contrast to the more subdued roles of Heero and Trowa.<br /><br />Relena Darlian sounds older in English, voiced by Lisa Ann Bailey. This might not sit well with her youthful personification early in the series but as her character matures later into the story, her voice follows suit and ends up fitting in very well with the character development.<br /><br />Zechs Merquise would be one of the more drastically changed voices when compared to the Japanese version. Both voices bring out different sides to the same character. His Japanese voice is haughty, authoritative and commands respect , keeping in line with his high ranking status and charismatic nature. His English voice by Brian Drummond is more subdued, sounding more devious and ""snake-like"", highlighting Zechs' secretive nature regarding his hidden agendas and staunch beliefs in his ideals.<br /><br />The members of OZ are a mixed bag really. Treize Kushrenada voiced by David Kaye is given a more realistic and down-to-earth performance compared to his larger-than-life Japanese style of speaking. However, Lady Une does not convey her split personality as contrastingly as in the Japanese version and Lucrencia Noin just sounds.........bored most of the time. The cannon fodder pilots and military leaders are nothing to speak of either.<br /><br />I would have appreciated if they took the time to give different characters different accents to reflect their ethnic backgrounds. The Maganac Corp's voices were generally uninspired but could have been more interesting if they were given middle eastern accents. The members of the Romerfeller Foundation would have also sounded better with some classy European accent that reflects their status of nobility.<br /><br />Despite underwhelming acting from the side characters, the main cast manage to carry the show and it results in an overall less over-the-top and more realistic rendition of Gundam Wing's script. Very faithful to the original Japanese script, keeping all the underlying thought provoking ideas and themes about politics, war and human nature. Sadly, it also retains the flaws of the original Japanese script.",1,train
"I miss Dark Angel!..<br /><br />I understand not ever one likes it, but as far as I'm concerned the show should not have been canceled, especially for another space show mock up...<br /><br />I'm reading the books now. they are doing a pretty good job of explaining somethings, but I still think we should get a TV movie or something.<br /><br />THE FREAK NATION LIVES!!!!!!!!",1,train
"I rented this movie because it falls under the genres of ""romance"" and ""western"" with some Grand Canyon scenery thrown in. But if you're expecting a typical wholesome romantic western, forget it. This movie is pure trash! The romance is between a YOUNG GIRL who has not even gone through puberty and a MIDDLE-AGED MAN! The child is also lusted after by other leering men. It's sickening.<br /><br />Peter Fonda is portrayed as being virtuous by trying to resist his attraction to Brooke Shields, and her character is mostly the one that pursues the relationship. He tries to shoo her off at first but eventually he gives in and they drive off as a happy, loving couple. It's revolting.<br /><br />I don't see how this movie could appeal to anyone except pedophiles.",0,train
"'Ned Kelly' is a wonderfully made Australian film honouring a true Australian hero. We are taken into the world of Ned, his best friend, Joe Byrne, and the other members of the Kelly Gang, as the film explains and perhaps justifies Ned's actions.<br /><br />There is an exceptional cast present, who all give stellar performances, which brings the film to life. (Great job, Heath!) Orlando Bloom was fantastic as Joe, playing the role of quiet, loyal ladiesman very well. I was swept up in the moment. For a moment I almost believed the Gang would win the battle at Glenrowan, alas, it was not to be.<br /><br />Some aspects of the film are fictional, and as an avid Ned Kelly fan (and supporter), was slightly disappointed by this. Perhaps also the film could've gone longer, to cover more of the Kelly Gang's/Ned's life - I felt not enough was covered.<br /><br />Regardless of a few flaws, this is a moving film, which stirs all sorts of emotions. (And hey, I'd assume this film would be better to watch rather than Mick Jagger trying to portray Ned...)",1,train
"This film is actually pertinent even today given the threat of bio-terrorism, and the threats of superbugs, West Nile Virus, and SARS. As a thriller, the tension is fairly intense. Richard Widmark and Paul Douglas are more than serviceable in their roles. The domestic scenes between Widmark and his wife provide a nice interlude to the main plot. The actor in this film who most left his mark is Jack Palance. His sharply defined features and seemingly easygoing exterior always wither way to reveal the avaricious and cruel man beneath the surface. The chase scene through the packing plant is impressive even today. Recommended, 7/10.",1,train
"If Mr Cranky had rated this, I'd be tempted just to copy his review and paste it here. But as he hasn't, I'll have to give it a go myself.<br /><br />The only thing giving this movie a 1 instead of a 0 is that Malcolm McDowall's acting is excellent. However not even he can save this film from disaster. The director must have been really distracted when he worked on this one because it is just a conglomeration of scenes that were thrown together with very little continuity - reminiscent of bad '70's movies. Even worse, both the actors and director appeared to be making it up as they went along which probably showed how bad the original script was.<br /><br />It's not even worth discussing the story line although it revolves around a futuristic corporation called the Proxate Corporation who put together a crew of dispensable people to carry a dangerous cargo on an old container/slave ship to Nigeria. This ship's computer is a baby kept in a glass jar and wired into one of the crew via USB 12 or something. The company should have been called the Prostate Corporation as the entertainment value of this movie is on a par with an examination of the same name.<br /><br />I honestly can't find one scene that I could say was well made and made any real sense in the context of the movie. I only watched it to the end as I had a touch of the bird flu and this movie reminded me that there were people out there who were actually worse off than me - Malcolm McDowall in particular. I won't hold this against him as he's a great actor and every great actor is entitled to one bad movie in their career and this one is a doosie.<br /><br />So, unless this is the only movie your shop hires out or you're male and you're doctor isn't doing prostate examinations this week and you somehow feel this is a bad thing then give this one a really wide berth unless of course if you're really community minded, buy a copy to support Malcolm and then use it as a drink coaster.",0,train
"Due to the invention of a ""The Domestication Collar"", flesh-eating zombies are brought under control, and become productive members of society; however, they perform menial tasks. The servile dead attend to those living in fenced US 1950s-styled small towns, while untamed zombies roam around in ""The Wild Zone"". In the town of ""Willard"", pre-teen K'Sun Ray (as Timmy Robinson) lives with parents Carrie-Anne Moss and Dylan Baker (as Helen and Bill Robinson). Alas, the Robinsons are the only family on their street who do not own a zombie; their new neighbors, the Bottoms, have six. So, to keep up, the Robinsons obtain zombie Billy Connolly (as Fido).<br /><br />Unfortunately, Mr. Connolly's ""Domestication Collar"" is damaged by an old lady's walker, and he eats her; then, new and hungry zombies infest the town. Meanwhile, young Ray has grown attached to Connolly (the boy and his zombie are like TV's ""Timmy and Lassie"") and, the Robinson family find it difficult to cooperate with the controlling ""Zomcom"" authorities. <br /><br />""Fido"" doesn't go far enough into its own intriguing ""Wild Zone""; but, it is a colorful, stylish, and amusingly satirical addition to zombie film lore. Ray and the cast perform well, individually; with nubile zombie Sonja Bennett (as Tammy) and owner Tim Blake Nelson (as Theopolis) the most memorable pair. Director Andrew Currie and crew, including Rob Gray (design), Jan Kiesser (photography), Don MacDonald (music), and James Willcock (design), deservedly won awards.<br /><br />******* Fido (2006) Andrew Currie ~ K'Sun Ray, Carrie-Anne Moss, Billy Connolly, Dylan Baker",1,train
"Sitting, Typing Nothing is the latest ""what if?"" fest offered by Vincenzio Natali, and starring David Hewlitt and Andrew Miller as two losers. One is having relationship problems, got canned from his job (because of relationship problems) and the police are out to get him (because of his job and his relationship problems). The other guy is a agoraphobic who refuses to go outside his home, is met by a bothersome girl guide who calls on her Mom to claim she was molested when he doesn't buy cookies from him. Oh yeah, the police are after him too, after the Mom of the girl scout call them in to arrest him.<br /><br />Man, what a day.<br /><br />What if you could make all of this disappear? That is the whole premise behind 'Nothing'. The two fools realize, the cops, the girl scout, the cars, the lawn, the road, everything disappear. There's nothing but white space! This is an interesting concept I thought. I also looked at the time of this, 30 minutes had gone in the movie, and I still had an hour left in the movie. Could the 2 actors make this work and keep us entertained for 60 minutes? Although the actors try, 60 minutes IS a long time and there is clearly dead air in places of this movie. But the two actors, whom are life-long friends with each other and the director, have such great repertoire with each other, that it was fun to watch for the dialogue and improve goofing around the two do. There are lots of supernatural elements, but it's more of their response to these elements that ultimately make this film worth seeing.",1,train
I remember this movie from the 50s when I was in college. It is one of the funniest satires of American Westerns that I have ever seen. I'm only sorry that I have not been able to see it recently and that it is is not out on tape or DVD. It is a real treat.,1,train
"Everyone else who has commented negatively about this film have done excellent analysis as to why this film is so bloody awful. I wasn't going to comment, but the film just bugs me so much, and the writer/director in particular. So I must toss in my hat to join the naysayers.<br /><br />I saw the original ""Wicker Man"" and really loved the cornucopia of music, sensuality, paganism in a modern world, and the clash of theological beliefs. This said, I am not part of the crowd that thinks remakes of great movies shouldn't be done. For example, I liked the original 1950's ""Invasion of the Body Snatchers"", but equally enjoyed the 1978 remake. Both films can stand on their own. Another example is ""The Thing"". The original, as campy as it looks compared to today's standards, has a lot to be proud of in the 1982 remake with Kurt Russell (my all time favorite horror movie). So that small minority of people who like ""The Wicker Man"" re-make can not accuse me of dissing this piece of crap just because it's a re-make.<br /><br />This film solidified for me Neil LaBute's sexism and misogynistic tendencies. It also made me wonder how executives, wanting to make a serious thriller, would green light a product that is so anti-female. There are too many scenes of Cage hitting women just because he's frustrated with them thwarting his investigation of a missing girl. would he react like this off the island in other cases where suspects aren't forthcoming? The original created a society in which men and women are equal participants in a Goddess based religion. The threat to the main character came from everyone, male and female. There was no sexual hierarchy.<br /><br />The metaphor of bees, drones etc was a bit heavy handed and convenient (""The drone must die!""), especially when Cage's character has bee allergies. I kept wondering why the men on the island didn't fight back and use mere physicality to stop these women from treating them like grunts. These were not women with special supernatural powers, and half of them seemed to be pregnant, the other half old and fat, and the rest girls and thin blonde waifs, so if the men really wanted to escape they could do what most men do when they hate women. Physically dominate them. There didn't seem to be any guns or weapons beyond cutting tools to hold them if they were unhappy. But if they were content being drones, why make them unable to speak? They could be used as a threat to Cage because they will defend the community. They are drones because Neil LaBute seems to believe that a society ran by women would leave men castrated. (That movie was made already. ""The Stepford Wives"" anyone?) Classic symptoms from men who are afraid of what may happen if women got their sh*t together and were truly equal citizens.<br /><br />The problem with the man-hating female society is that it makes uninteresting movie viewing and creates unintentional humor when Cage starts knocking women out. I belief LaBute should've left the society an egalitarian one, kept the sexuality and uninhibited lasciviousness, and pushed buttons of discomfort in regards to the children on that island. No one likes pedophiles or children to be sexually exploited. So how would a cop react if he saw lewd acts performed by adults with children around? There would be a logical mental leap that these children are abused, thus, an urgency created to save the missing child and get help for all the children. LaBute has said he created the fiancé and daughter story thread to give Cage's character an incentive to search. I don't think you need that. Any child abused will make an adult react to save them. The irony of course would be that the child Cage ""saves"" ultimately brings him death.<br /><br />The dialogue was contrived and campy. The whole third act was hilarious. The audience I saw it with guffawed (and later booed at the end). I just thought the movie started off wrong when the letter arrived written in the fancy handwriting and all the flashbacks cutting into to show how wounded Cage is. We don't need that. Just show him arriving on the island for an investigation of a missing child. Most of us in America have seen ""Law & Order"" and other cop procedurals. We come into the movie as if we are Cage's partner solving a mystery.<br /><br />So much potential...wasted. Neil LaBute, stick to talking head pictures for people who enjoy your male angst-ridden plays and flicks of that sort. Stay with your own company of men. Leave the thrillers for people who understand thrillers. Here is your jar of honey. I'll watch that.",0,train
"I have to say although this movie was formulaic throughout with a plot stolen from films like Friday the 13th/I Know What You Did Last Summer, this movie wasn't that bad. In fact it wasn't as bad as most of the Horror films Hollywood has released recently. The killings although at times a little too imaginative were in most instances just that, original. The cast was mediocre which is to be expected from low-budget features but much better than what that much bigger studio Artisan/Lions Gate has been offering. My only real complaint that wasn't due to the film's budget, which must have been small, was the contrived ""twist"" ending. I'm sorry but this is what put this film in the bad category for me. The ending was just stupid and tacked on. Before that I was a little bored, but actually enjoying it. 4/10",0,train
"This show is so incredibly hilarious that I couldn't stop watching the marathon on Comedy Central tonight (despite the fact that I've seen all the episodes previously). I've always regarded Silverman as a huge talent and this is finally a vehicle for that talent to be enjoyed by a wide audience. I watch this show and I laugh a very large percentage of the time... I can't say that about many TV shows... can you? This show is finally something new and interesting and (most importantly) funny! This is a show I will never miss and it is one I will buy on DVD as soon as it comes out. You owe it to yourself to watch this show... I predict a long run for this series... And just to be clear, the people who are offended by this show just don't get it... perhaps they lack the intelligence to comprehend it... they should stop making fools of themselves by attacking something they don't understand. Anyone who uses the word ""bigot"" in reference to Silverman, or who claims that she only aims to ""shock""... is way off the mark... She's exactly the opposite; just Google her and you'll quickly see that she's a huge proponent of civil rights, etc. If you don't know that she's ironically embracing all of these outrageous viewpoints, you don't get it. And if you don't get it, do the rest of us a favor and be quiet about it so we can all enjoy the hilarity...",1,train
"Our Song is a marvelous example of passionate, movie making at its aesthetic best. It is, in fact, a genuine wonder of a movie; a penetrating and insightful work of art that chronicles the lives of three young inner city (Crown Heights, Brooklyn) girls during a particular summer in their lives when the perplexities of their approaching adulthood will compel each of them to make a number of difficult, life altering choices that will likely re-define who each of them is, as well as how they will continue to relate to one another in years to come.<br /><br />Jim McKay's writing/direction is graceful and uncluttered. There is no sappy, gratuitous sentimentality nor are there cliché ridden solutions in this film. What we see here seems, at times, to be heart breakingly real. There is a naturalism - a credibility, if you will - in Our Song that surpasses that of other giants in this genre, including American Graffiti and Cooley High.<br /><br />Much of the credit for the film's spirit goes to its principle actors. The combined presence of Melisa Martinez (Maria), Kerry Washington (Lanisha), and Anna Simpson (Joycelyn) is dazzlingly powerful. It would be easy - and, of course, blatantly obtuse - to dismiss, as some apparently have, the performances of these three as apathetic or unemotional. In fact, their quiet charm, their instinctive sense of dignity and their raw, sometimes unconventional intelligence, throughout the film, are absolutely riveting. One would have to be completely ""out of touch"" with, or completely indifferent to, the behavior of teenagers to miss the resounding authenticity in what these three young ladies bring to the screen. Likewise, the supporting cast, particularly Marlene Forte as Lanisha's mother, compliments the work of the three girls as well as the overall tone of the film.<br /><br />Our Song is a film not to be missed - by anyone of any age.",1,train
"In many ways DIRTY WORK is a predictable L&H short on the surface with the boys going to sweep someone`s chimney . Guess what happens next ? That`s right slapstick at its most sucessful ensues .<br /><br />But there`s one or two things that seem untypical . Ollie for example is very unlikable , he`s arrogant , he`s rude , and not only to Stan look at the way he addresses the servant with "" HEY YOU "" and takes a childish huff very easily with his catchphrase being "" I have nothing to say "" . In short Ollie plays a bully in a very unlikable way and I much prefer to see him to play the arrogant coward where he`s always at his funniest<br /><br />DIRTY WORK also lacks the reportary regulars of the other L&H shorts like Finlayson , Long , Busch and Housman which means when we switch to the mad scientist plotline there`s a slightly creepy atmosphere that jars with the rest of the movie <br /><br />Having said that this is still a good short mainly down to Stan . Also watch out for a scene featuring a fish . Many jokes/plots from L&H feature fish and this is another one",1,train
"The movie held my interest, mainly because Dianne Keaton is my favorite actress. I disagree with some of the other posts on the grounds that the plot was not convoluted. I had no trouble following it (maybe some people had too much eggnog the night before). The movie was very sad and touching as well. What more do you want? Alexa Davalos is a fine new talent (beautiful too), and Tom Everett Scott does an excellent job with his part as well. The relationship of the mother and daughter may have been a bit unrealistic, but the behavior of the young people in the movie was not. It was tragically sad but enlightening. It sure beat the other shows that were on TV New Years Day evening",1,train
"I usually don't walk out of a movie, but halfway thru I did. This movie promised something different, but I kept thinking haven't I seen that before? Spoiler Alert! Back in 1, the spaceship crashes and lands on earth, well, all these years later, with a super adult on board no less, this thing still manages to burn up and crash! What, this advanced civilization can't seem to develop landing gear? For an industry that's so liberal, we get to see another Woody Allen movie, no blacks please! Superman runs around saving people, making sure he sticks to Europe and the US, don't go into darkie areas please. Maybe I could stomach this about 30 years ago, but now now.",0,train
"I don't remember when I first heard about this movie, but I rented it about six years ago, and it still remains one of my favorite comedies. I will admit, you probably will despise this movie if you know nothing about rap music. But if you are a rap fan, even a casual one, you will love the inside jokes and references. One of the best lines in the movie is about the difference between a b**** and a h**; I still use this line today and get lots of laughs with it. One of the best performances comes from Larry Scott, who played nerd Lamar in `Revenge of the Nerds'. It is unfortunate that this movie will likely never get a DVD release.",1,train
"OK. I'm biased. I live near Shrewsbury in England, where this wonderful movie was filmed. It still looks the same now. I remember them filming here quite vividly, and the fake snow on the streets for days on end. Often, when I'm walking through Shrewsbury I see a street or a house and it will remind me of this film.<br /><br />George C. Scott's Scrooge is a more realistic character than many of the other screen versions. His physical appearance isn't the typical miser. Scott's is big and imposing. A man who finds those smaller than himself to be inferior.<br /><br />We all know the story and the quotes. The book is one of the most cherished works in the English language. And I don't believe there are many cynics who would say that people aren't capable of change and redemption. This film version portrays all of that quite beautifully. George C. Scott may be American but he plays the part of the English miser with wonderful skill.<br /><br />I love this movie. If you haven't seen this version I would strongly urge that you do. It's usually available for a very small amount of money... or are you too mean?",1,train
"The only notable thing about this film is that it was Steve McQueen's first big starring role.<br /><br />McQueen's talent is undeveloped and raw but refreshingly honest in this campy little sci-fi horror piece. Steve shows himself as the anti-establishment, hot rod car loving actor who would become a polished icon of the film industry just five years hence.<br /><br />Later on, McQueen would say he hated this film and that ""he was the blob"". But everyone has to start somewhere and The Blob is cute, fresh and innocent. Would that we all had stayed that way.<br /><br />The plot is fast paced and although predictable, still an entertaining hour or so. And it's really fun to see Steve McQueen before he became The King of Kool (and Anita Corsaut before she became Andy Taylor's girlfriend). A close friend sent me the DVD a while back and it's a treasured addition to my Steve McQueen film collection.",1,train
"Please, even if you are in the worst of the moods, refrain from watching this flick. <br /><br />I don't think whether anything was right with this movie at all. On a friend's recommendation I watched this and I literally flushed 1h and 48 min of my life down the closet. Poor acting, stupid direction, weak storyline and pathetic action sequences - and when you blend this together you get ""Double Impact"". Even least of the expectations were not met. <br /><br />I guess I did learn one thing - Never watch Van Damme action flicks. They are pure wastage of time !",0,train
"Does anything at all happen in this movie. There are only the bizarre short scenes where I didn't know what the hell was going on so that doesn't count. This movie is sooo boring it hurts, and this is coming from a person who likes it when movies are about making movies. Confused?, well I was after watching this crap. What was Donald Sutherland on, because he missed it with this one completely. And what's with the ""pedofile"" scene at the beginning of the movie. Can put anyone to sleep! 4/10",0,train
"I had low expectations for this movie, but I was looking for something unchallenging for an evening. I walked out of the theatre totally delighted and somewhat surprised. This is a very fine baseball tribute film, and a nice lesson about pursuing your dreams. Dennis Quaid does a masterful job with his role, and I was touched by his performance. Definitely worth a full price ticket and a couple hours of your time!",1,train
"Such a film of beauty that it's hard to describe. Maybe it's the absence of superfluous dialogue, or maybe it's the absolutely stellar soundtrack, or maybe it's just Meena Mumari's feet, but it's a joy to watch this movie again and again. I've never seen another Indian movie that comes close to it, and few from any country rival its perfection.",1,train
"The Forest isn't just your everyday standard slasher/backwoods cannibal fare, it also has an interesting mix of supernatural elements as well. The story is about two couples that hike into the forest on a camping trip. A cave dwelling, cannibalistic woodsmen and the ghosts of his dead wife and two children soon terrorize them. There is something you don't see every slasher. Director Don Jones gets an ""A"" for effort although the film itself falls flat on just about every level, the acting is just simply average except for Jeanette Kelly who plays the dead wife of the woodsman (Michael Brody aka Gary Kent).<br /><br />The film opens with some beautiful shots of a couple hiking through a valley and into a forest. They realize too late that someone is stalking them. They are both dispatched in typical slasher fare. Our killer uses a trusty hunting knife throughout the entire film, except during a flashback when he implements a handsaw, pitchfork and rusty saw blade to dispatch his cheating wife's lover.<br /><br />The Forest has a good story line but the movie just doesn't work along with it I found it pretty boring with simply crappy acting. 4/10",0,train
"""Fanfan la tulipe"" is still Gerard Philippe's most popular part and it began the swashbuckler craze which throve in the French cinema in the 1955-1965 years.It made Gina Lollobrigida a star (Lollobrigida and Philippe would team up again in René Clair""s ""Belles de nuit"" the same year.<br /><br />""Fanfan la tulipe"" is completely mad,sometimes verging on absurd .Henri Jeanson's witty lines -full of dark irony- were probably influenced by Voltaire and ""Candide"" .Antimilitarism often comes to the fore:""these draftees radiate joie de vivre -and joie de mourir when necessary (joy of life and joy of death)""""It becomes necessary to recruit men when the casualties outnumber the survivors"" ""You won the battle without the thousands of deaths you had promised me, king Louis XV complains,but no matter ,let's wait for the next time.""<br /><br />A voice over comments the story at the beginning and at the end and history is given a rough ride:height of irony,it's a genuine historian who speaks!<br /><br />Christian-Jaque directs the movie with gusto and he knows only one tempo :accelerated.<br /><br />Remake in 2003 with Vincent Perez and Penelope Cruz.I have not seen it but I do not think it had to be made in the first place.",1,train
Smallville episode Justice is the best episode of Smallville ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! It's my favorite episode of Smallville! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1,train
"TV movie about an ancient Egyptian curse brought to the US in the 20's during the filming of DeMille's first version of the 10 Commandments and which is reawakened when DeMille's sets are unearthed in the desert.<br /><br />One of the worst films I've seen in a long time.<br /><br />The question is were the filmmakers serious or kidding when they made this film? If this is serious its a laughably bad movie and a great film to pick on for its badness. If its a comedy its less good but funny for all of the wrong reasons.You will laugh long and hard AT this film, probably more than many other Hollywood ""comedies"".",0,train
